image_id,question_id,topic,subtopic,template_id,difficulty_rank,svg_path,latex_source_path,semantic_render_type,asset_role,visual_spec_version,render_status
IMG-1065,EE-21285,AC Phasors and Impedance,Series resonance,AC-05,18,images/IMG-1065.svg,latex_sources/IMG-1065.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1066,EE-21301,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,18,images/IMG-1066.svg,latex_sources/IMG-1066.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1067,EE-21322,AC Phasors and Impedance,Inductor reactance,AC-02,18,images/IMG-1067.svg,latex_sources/IMG-1067.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1068,EE-21343,AC Phasors and Impedance,Capacitor reactance,AC-03,18,images/IMG-1068.svg,latex_sources/IMG-1068.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1069,EE-21364,AC Phasors and Impedance,Polar magnitude,AC-04,18,images/IMG-1069.svg,latex_sources/IMG-1069.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1070,EE-21385,AC Phasors and Impedance,Series resonance,AC-05,18,images/IMG-1070.svg,latex_sources/IMG-1070.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1071,EE-21401,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,18,images/IMG-1071.svg,latex_sources/IMG-1071.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1072,EE-21422,AC Phasors and Impedance,Inductor reactance,AC-02,18,images/IMG-1072.svg,latex_sources/IMG-1072.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1073,EE-21443,AC Phasors and Impedance,Capacitor reactance,AC-03,18,images/IMG-1073.svg,latex_sources/IMG-1073.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1074,EE-21464,AC Phasors and Impedance,Polar magnitude,AC-04,18,images/IMG-1074.svg,latex_sources/IMG-1074.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1075,EE-21485,AC Phasors and Impedance,Series resonance,AC-05,18,images/IMG-1075.svg,latex_sources/IMG-1075.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1076,EE-21501,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,19,images/IMG-1076.svg,latex_sources/IMG-1076.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1077,EE-21522,AC Phasors and Impedance,Inductor reactance,AC-02,19,images/IMG-1077.svg,latex_sources/IMG-1077.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1078,EE-21543,AC Phasors and Impedance,Capacitor reactance,AC-03,19,images/IMG-1078.svg,latex_sources/IMG-1078.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1079,EE-21564,AC Phasors and Impedance,Polar magnitude,AC-04,19,images/IMG-1079.svg,latex_sources/IMG-1079.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1080,EE-21585,AC Phasors and Impedance,Series resonance,AC-05,19,images/IMG-1080.svg,latex_sources/IMG-1080.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1081,EE-21601,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,19,images/IMG-1081.svg,latex_sources/IMG-1081.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1082,EE-21622,AC Phasors and Impedance,Inductor reactance,AC-02,19,images/IMG-1082.svg,latex_sources/IMG-1082.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1083,EE-21643,AC Phasors and Impedance,Capacitor reactance,AC-03,19,images/IMG-1083.svg,latex_sources/IMG-1083.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1084,EE-21664,AC Phasors and Impedance,Polar magnitude,AC-04,19,images/IMG-1084.svg,latex_sources/IMG-1084.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1085,EE-21685,AC Phasors and Impedance,Series resonance,AC-05,19,images/IMG-1085.svg,latex_sources/IMG-1085.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1086,EE-21701,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,19,images/IMG-1086.svg,latex_sources/IMG-1086.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1087,EE-21722,AC Phasors and Impedance,Inductor reactance,AC-02,19,images/IMG-1087.svg,latex_sources/IMG-1087.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1088,EE-21743,AC Phasors and Impedance,Capacitor reactance,AC-03,19,images/IMG-1088.svg,latex_sources/IMG-1088.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1089,EE-21764,AC Phasors and Impedance,Polar magnitude,AC-04,19,images/IMG-1089.svg,latex_sources/IMG-1089.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1090,EE-21785,AC Phasors and Impedance,Series resonance,AC-05,19,images/IMG-1090.svg,latex_sources/IMG-1090.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1091,EE-21801,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,19,images/IMG-1091.svg,latex_sources/IMG-1091.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1092,EE-21822,AC Phasors and Impedance,Inductor reactance,AC-02,19,images/IMG-1092.svg,latex_sources/IMG-1092.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1093,EE-21843,AC Phasors and Impedance,Capacitor reactance,AC-03,19,images/IMG-1093.svg,latex_sources/IMG-1093.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1094,EE-21864,AC Phasors and Impedance,Polar magnitude,AC-04,19,images/IMG-1094.svg,latex_sources/IMG-1094.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1095,EE-21885,AC Phasors and Impedance,Series resonance,AC-05,19,images/IMG-1095.svg,latex_sources/IMG-1095.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1096,EE-21901,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,19,images/IMG-1096.svg,latex_sources/IMG-1096.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1097,EE-21922,AC Phasors and Impedance,Inductor reactance,AC-02,19,images/IMG-1097.svg,latex_sources/IMG-1097.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1098,EE-21943,AC Phasors and Impedance,Capacitor reactance,AC-03,19,images/IMG-1098.svg,latex_sources/IMG-1098.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1099,EE-21964,AC Phasors and Impedance,Polar magnitude,AC-04,19,images/IMG-1099.svg,latex_sources/IMG-1099.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1100,EE-21985,AC Phasors and Impedance,Series resonance,AC-05,19,images/IMG-1100.svg,latex_sources/IMG-1100.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1101,EE-22001,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,20,images/IMG-1101.svg,latex_sources/IMG-1101.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1102,EE-22022,AC Phasors and Impedance,Inductor reactance,AC-02,20,images/IMG-1102.svg,latex_sources/IMG-1102.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1103,EE-22043,AC Phasors and Impedance,Capacitor reactance,AC-03,20,images/IMG-1103.svg,latex_sources/IMG-1103.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1104,EE-22064,AC Phasors and Impedance,Polar magnitude,AC-04,20,images/IMG-1104.svg,latex_sources/IMG-1104.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1105,EE-22085,AC Phasors and Impedance,Series resonance,AC-05,20,images/IMG-1105.svg,latex_sources/IMG-1105.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1106,EE-22101,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,20,images/IMG-1106.svg,latex_sources/IMG-1106.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1107,EE-22122,AC Phasors and Impedance,Inductor reactance,AC-02,20,images/IMG-1107.svg,latex_sources/IMG-1107.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1108,EE-22143,AC Phasors and Impedance,Capacitor reactance,AC-03,20,images/IMG-1108.svg,latex_sources/IMG-1108.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1109,EE-22164,AC Phasors and Impedance,Polar magnitude,AC-04,20,images/IMG-1109.svg,latex_sources/IMG-1109.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1110,EE-22185,AC Phasors and Impedance,Series resonance,AC-05,20,images/IMG-1110.svg,latex_sources/IMG-1110.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1111,EE-22201,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,20,images/IMG-1111.svg,latex_sources/IMG-1111.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1112,EE-22222,AC Phasors and Impedance,Inductor reactance,AC-02,20,images/IMG-1112.svg,latex_sources/IMG-1112.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1113,EE-22243,AC Phasors and Impedance,Capacitor reactance,AC-03,20,images/IMG-1113.svg,latex_sources/IMG-1113.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1114,EE-22264,AC Phasors and Impedance,Polar magnitude,AC-04,20,images/IMG-1114.svg,latex_sources/IMG-1114.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1115,EE-22285,AC Phasors and Impedance,Series resonance,AC-05,20,images/IMG-1115.svg,latex_sources/IMG-1115.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1116,EE-22301,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,20,images/IMG-1116.svg,latex_sources/IMG-1116.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1117,EE-22322,AC Phasors and Impedance,Inductor reactance,AC-02,20,images/IMG-1117.svg,latex_sources/IMG-1117.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1118,EE-22343,AC Phasors and Impedance,Capacitor reactance,AC-03,20,images/IMG-1118.svg,latex_sources/IMG-1118.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1119,EE-22364,AC Phasors and Impedance,Polar magnitude,AC-04,20,images/IMG-1119.svg,latex_sources/IMG-1119.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1120,EE-22385,AC Phasors and Impedance,Series resonance,AC-05,20,images/IMG-1120.svg,latex_sources/IMG-1120.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1121,EE-22401,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,20,images/IMG-1121.svg,latex_sources/IMG-1121.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1122,EE-22422,AC Phasors and Impedance,Inductor reactance,AC-02,20,images/IMG-1122.svg,latex_sources/IMG-1122.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1123,EE-22443,AC Phasors and Impedance,Capacitor reactance,AC-03,20,images/IMG-1123.svg,latex_sources/IMG-1123.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1124,EE-22464,AC Phasors and Impedance,Polar magnitude,AC-04,20,images/IMG-1124.svg,latex_sources/IMG-1124.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1125,EE-22485,AC Phasors and Impedance,Series resonance,AC-05,20,images/IMG-1125.svg,latex_sources/IMG-1125.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1126,EE-22501,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,21,images/IMG-1126.svg,latex_sources/IMG-1126.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1127,EE-22522,AC Phasors and Impedance,Inductor reactance,AC-02,21,images/IMG-1127.svg,latex_sources/IMG-1127.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1128,EE-22543,AC Phasors and Impedance,Capacitor reactance,AC-03,21,images/IMG-1128.svg,latex_sources/IMG-1128.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1129,EE-22564,AC Phasors and Impedance,Polar magnitude,AC-04,21,images/IMG-1129.svg,latex_sources/IMG-1129.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1130,EE-22585,AC Phasors and Impedance,Series resonance,AC-05,21,images/IMG-1130.svg,latex_sources/IMG-1130.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1131,EE-22601,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,21,images/IMG-1131.svg,latex_sources/IMG-1131.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1132,EE-22622,AC Phasors and Impedance,Inductor reactance,AC-02,21,images/IMG-1132.svg,latex_sources/IMG-1132.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1133,EE-22643,AC Phasors and Impedance,Capacitor reactance,AC-03,21,images/IMG-1133.svg,latex_sources/IMG-1133.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1134,EE-22664,AC Phasors and Impedance,Polar magnitude,AC-04,21,images/IMG-1134.svg,latex_sources/IMG-1134.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1135,EE-22685,AC Phasors and Impedance,Series resonance,AC-05,21,images/IMG-1135.svg,latex_sources/IMG-1135.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1136,EE-22701,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,21,images/IMG-1136.svg,latex_sources/IMG-1136.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1137,EE-22722,AC Phasors and Impedance,Inductor reactance,AC-02,21,images/IMG-1137.svg,latex_sources/IMG-1137.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1138,EE-22743,AC Phasors and Impedance,Capacitor reactance,AC-03,21,images/IMG-1138.svg,latex_sources/IMG-1138.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1139,EE-22764,AC Phasors and Impedance,Polar magnitude,AC-04,21,images/IMG-1139.svg,latex_sources/IMG-1139.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1140,EE-22785,AC Phasors and Impedance,Series resonance,AC-05,21,images/IMG-1140.svg,latex_sources/IMG-1140.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1141,EE-22801,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,21,images/IMG-1141.svg,latex_sources/IMG-1141.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1142,EE-22822,AC Phasors and Impedance,Inductor reactance,AC-02,21,images/IMG-1142.svg,latex_sources/IMG-1142.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1143,EE-22843,AC Phasors and Impedance,Capacitor reactance,AC-03,21,images/IMG-1143.svg,latex_sources/IMG-1143.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1144,EE-22864,AC Phasors and Impedance,Polar magnitude,AC-04,21,images/IMG-1144.svg,latex_sources/IMG-1144.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1145,EE-22885,AC Phasors and Impedance,Series resonance,AC-05,21,images/IMG-1145.svg,latex_sources/IMG-1145.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1146,EE-22901,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,21,images/IMG-1146.svg,latex_sources/IMG-1146.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1147,EE-22922,AC Phasors and Impedance,Inductor reactance,AC-02,21,images/IMG-1147.svg,latex_sources/IMG-1147.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1148,EE-22943,AC Phasors and Impedance,Capacitor reactance,AC-03,21,images/IMG-1148.svg,latex_sources/IMG-1148.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1149,EE-22964,AC Phasors and Impedance,Polar magnitude,AC-04,21,images/IMG-1149.svg,latex_sources/IMG-1149.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1150,EE-22985,AC Phasors and Impedance,Series resonance,AC-05,21,images/IMG-1150.svg,latex_sources/IMG-1150.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1151,EE-23001,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,22,images/IMG-1151.svg,latex_sources/IMG-1151.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1152,EE-23022,AC Phasors and Impedance,Inductor reactance,AC-02,22,images/IMG-1152.svg,latex_sources/IMG-1152.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1153,EE-23043,AC Phasors and Impedance,Capacitor reactance,AC-03,22,images/IMG-1153.svg,latex_sources/IMG-1153.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1154,EE-23064,AC Phasors and Impedance,Polar magnitude,AC-04,22,images/IMG-1154.svg,latex_sources/IMG-1154.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1155,EE-23085,AC Phasors and Impedance,Series resonance,AC-05,22,images/IMG-1155.svg,latex_sources/IMG-1155.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1156,EE-23101,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,22,images/IMG-1156.svg,latex_sources/IMG-1156.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1157,EE-23122,AC Phasors and Impedance,Inductor reactance,AC-02,22,images/IMG-1157.svg,latex_sources/IMG-1157.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1158,EE-23143,AC Phasors and Impedance,Capacitor reactance,AC-03,22,images/IMG-1158.svg,latex_sources/IMG-1158.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1159,EE-23164,AC Phasors and Impedance,Polar magnitude,AC-04,22,images/IMG-1159.svg,latex_sources/IMG-1159.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1160,EE-23185,AC Phasors and Impedance,Series resonance,AC-05,22,images/IMG-1160.svg,latex_sources/IMG-1160.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1161,EE-23201,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,22,images/IMG-1161.svg,latex_sources/IMG-1161.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1162,EE-23222,AC Phasors and Impedance,Inductor reactance,AC-02,22,images/IMG-1162.svg,latex_sources/IMG-1162.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1163,EE-23243,AC Phasors and Impedance,Capacitor reactance,AC-03,22,images/IMG-1163.svg,latex_sources/IMG-1163.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1164,EE-23264,AC Phasors and Impedance,Polar magnitude,AC-04,22,images/IMG-1164.svg,latex_sources/IMG-1164.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1165,EE-23285,AC Phasors and Impedance,Series resonance,AC-05,22,images/IMG-1165.svg,latex_sources/IMG-1165.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1166,EE-23301,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,22,images/IMG-1166.svg,latex_sources/IMG-1166.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1167,EE-23322,AC Phasors and Impedance,Inductor reactance,AC-02,22,images/IMG-1167.svg,latex_sources/IMG-1167.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1168,EE-23343,AC Phasors and Impedance,Capacitor reactance,AC-03,22,images/IMG-1168.svg,latex_sources/IMG-1168.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1169,EE-23364,AC Phasors and Impedance,Polar magnitude,AC-04,22,images/IMG-1169.svg,latex_sources/IMG-1169.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1170,EE-23385,AC Phasors and Impedance,Series resonance,AC-05,22,images/IMG-1170.svg,latex_sources/IMG-1170.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1171,EE-23401,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,22,images/IMG-1171.svg,latex_sources/IMG-1171.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1172,EE-23422,AC Phasors and Impedance,Inductor reactance,AC-02,22,images/IMG-1172.svg,latex_sources/IMG-1172.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1173,EE-23443,AC Phasors and Impedance,Capacitor reactance,AC-03,22,images/IMG-1173.svg,latex_sources/IMG-1173.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1174,EE-23464,AC Phasors and Impedance,Polar magnitude,AC-04,22,images/IMG-1174.svg,latex_sources/IMG-1174.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1175,EE-23485,AC Phasors and Impedance,Series resonance,AC-05,22,images/IMG-1175.svg,latex_sources/IMG-1175.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1176,EE-23501,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,23,images/IMG-1176.svg,latex_sources/IMG-1176.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1177,EE-23522,AC Phasors and Impedance,Inductor reactance,AC-02,23,images/IMG-1177.svg,latex_sources/IMG-1177.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1178,EE-23543,AC Phasors and Impedance,Capacitor reactance,AC-03,23,images/IMG-1178.svg,latex_sources/IMG-1178.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1179,EE-23564,AC Phasors and Impedance,Polar magnitude,AC-04,23,images/IMG-1179.svg,latex_sources/IMG-1179.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1180,EE-23585,AC Phasors and Impedance,Series resonance,AC-05,23,images/IMG-1180.svg,latex_sources/IMG-1180.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1181,EE-23601,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,23,images/IMG-1181.svg,latex_sources/IMG-1181.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1182,EE-23622,AC Phasors and Impedance,Inductor reactance,AC-02,23,images/IMG-1182.svg,latex_sources/IMG-1182.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1183,EE-23643,AC Phasors and Impedance,Capacitor reactance,AC-03,23,images/IMG-1183.svg,latex_sources/IMG-1183.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1184,EE-23664,AC Phasors and Impedance,Polar magnitude,AC-04,23,images/IMG-1184.svg,latex_sources/IMG-1184.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1185,EE-23685,AC Phasors and Impedance,Series resonance,AC-05,23,images/IMG-1185.svg,latex_sources/IMG-1185.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1186,EE-23701,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,23,images/IMG-1186.svg,latex_sources/IMG-1186.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1187,EE-23722,AC Phasors and Impedance,Inductor reactance,AC-02,23,images/IMG-1187.svg,latex_sources/IMG-1187.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1188,EE-23743,AC Phasors and Impedance,Capacitor reactance,AC-03,23,images/IMG-1188.svg,latex_sources/IMG-1188.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1189,EE-23764,AC Phasors and Impedance,Polar magnitude,AC-04,23,images/IMG-1189.svg,latex_sources/IMG-1189.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1190,EE-23785,AC Phasors and Impedance,Series resonance,AC-05,23,images/IMG-1190.svg,latex_sources/IMG-1190.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1191,EE-23801,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,23,images/IMG-1191.svg,latex_sources/IMG-1191.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1192,EE-23822,AC Phasors and Impedance,Inductor reactance,AC-02,23,images/IMG-1192.svg,latex_sources/IMG-1192.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1193,EE-23843,AC Phasors and Impedance,Capacitor reactance,AC-03,23,images/IMG-1193.svg,latex_sources/IMG-1193.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1194,EE-23864,AC Phasors and Impedance,Polar magnitude,AC-04,23,images/IMG-1194.svg,latex_sources/IMG-1194.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1195,EE-23885,AC Phasors and Impedance,Series resonance,AC-05,23,images/IMG-1195.svg,latex_sources/IMG-1195.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1196,EE-23901,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,23,images/IMG-1196.svg,latex_sources/IMG-1196.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1197,EE-23922,AC Phasors and Impedance,Inductor reactance,AC-02,23,images/IMG-1197.svg,latex_sources/IMG-1197.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1198,EE-23943,AC Phasors and Impedance,Capacitor reactance,AC-03,23,images/IMG-1198.svg,latex_sources/IMG-1198.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1199,EE-23964,AC Phasors and Impedance,Polar magnitude,AC-04,23,images/IMG-1199.svg,latex_sources/IMG-1199.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1200,EE-23985,AC Phasors and Impedance,Series resonance,AC-05,23,images/IMG-1200.svg,latex_sources/IMG-1200.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1201,EE-24001,AC Phasors and Impedance,Sinusoid to RMS phasor,AC-01,24,images/IMG-1201.svg,latex_sources/IMG-1201.tex,circuit_or_concept,instructional_hint,2.0,generated_and_structurally_validated
IMG-1202,EE-24022,AC Phasors and Impedance,Inductor reactance,AC-02,24,images/IMG-1202.svg,latex_sources/IMG-1202.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1203,EE-24043,AC Phasors and Impedance,Capacitor reactance,AC-03,24,images/IMG-1203.svg,latex_sources/IMG-1203.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1204,EE-24064,AC Phasors and Impedance,Polar magnitude,AC-04,24,images/IMG-1204.svg,latex_sources/IMG-1204.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
IMG-1205,EE-24085,AC Phasors and Impedance,Series resonance,AC-05,24,images/IMG-1205.svg,latex_sources/IMG-1205.tex,governing_relation,instructional_hint,2.0,generated_and_structurally_validated
